objName,objGroup,transX,transY,transZ,scaleX,scaleY,scaleZ,rotateX,rotateY,rotateZ,light1,light2,light3,light4,shadow,shader1,shader2,shader3,shader4,misc1,misc2,misc3,misc4
pasted__planarTrimmedSurface137,27,27.26931795,-2.462949239,-11.95297178,0.0289618789,0.0289618789,0.0289618789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface142,27,55.27408715,-2.008178824,-13.16676333,0.03742701835,0.03742701835,0.03742701835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface148,27,57.90181955,-2.404250427,-13.05405636,0.0297026362,0.0297026362,0.0297026362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface149,27,64.4479474,-2.404397038,-13.03584793,0.03742701835,0.03742701835,0.03742701835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface150,27,56.10157323,-2.215186343,-12.36332672,0.02927187222,0.02927187222,0.02927187222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface152,27,63.4689119,-2.253264862,-13.16676333,0.03742701835,0.03742701835,0.03742701835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface157,27,53.9235902,-1.887954276,-13.16676333,0.02927149908,0.02927149908,0.02927149908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface158,27,53.62310612,-2.047949905,-12.51306441,0.03742701835,0.03742701835,0.03742701835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface159,27,64.33068706,-2.032452064,-16.27296983,0.02956411035,0.02956411035,0.02956411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface162,27,56.10157323,-2.453384994,-10.34068538,0.02927187222,0.02927187222,0.02927187222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface164,27,57.90181955,-1.346414738,-17.39978134,0.02585373461,0.02585373461,0.02585373461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface171,27,62.10475393,-2.327418756,-13.05405636,0.0297026362,0.0297026362,0.0297026362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface172,27,59.17230522,-1.346414738,-17.39978134,0.02585373461,0.02585373461,0.02585373461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface174,27,64.67864269,-2.188779465,-15.30159599,0.02956411035,0.02956411035,0.02956411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface176,27,64.94792761,-2.404397038,-13.9894508,0.03175068846,0.03175068846,0.03175068846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface177,27,63.60104201,-2.050334265,-15.19121514,0.03175068846,0.03175068846,0.03175068846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface179,27,62.38711743,-2.60690025,-11.06587746,0.02492677307,0.02492677307,0.02492677307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface187,27,64.05249979,-2.014480371,-15.59850428,0.03175068846,0.03175068846,0.03175068846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface190,27,62.71175092,-2.020159573,-15.30159599,0.02956411035,0.02956411035,0.02956411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface193,27,64.67864269,-2.188779465,-16.30670665,0.02956411035,0.02956411035,0.02956411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface195,27,55.86247485,-2.857247089,-8.796526919,0.02871735618,0.02871735618,0.02871735618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface196,27,54.66219735,-2.889455875,-10.19959734,0.02748294599,0.02748294599,0.02748294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface200,27,54.03363553,-2.670315084,-9.483556171,0.02383812701,0.02383812701,0.02383812701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface203,27,58.84874295,-1.08504297,-18.2480407,0.02029232727,0.02029232727,0.02029232727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface204,27,52.75416201,-1.93742399,-12.23751315,0.02927149908,0.02927149908,0.02927149908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface206,27,52.36015453,-2.430815925,-10.19959734,0.02748294599,0.02748294599,0.02748294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface208,27,52.16307354,-2.825696845,-9.774030547,0.02748294599,0.02748294599,0.02748294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface210,27,51.59109593,-1.95732049,-13.11749243,0.02927149908,0.02927149908,0.02927149908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface213,27,53.03946062,-1.984348102,-11.07064947,0.02314203437,0.02314203437,0.02314203437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface214,27,52.6930832,-2.088883376,-10.86270426,0.02927149908,0.02927149908,0.02927149908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface215,27,55.56950787,-2.587236991,-10.02240119,0.02748294599,0.02748294599,0.02748294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface218,27,82.60363245,-1.884831115,-11.79617761,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface222,27,82.60363245,-1.402072509,-15.1707845,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface223,27,85.22576554,-1.623223295,-13.86777933,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface224,27,92.39519696,-2.073073182,-13.86777933,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface225,27,93.00830009,-1.698023637,-15.13179197,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface226,27,94.151198,-2.232709497,-12.01930403,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface227,27,87.29612083,-2.232709497,-12.01930403,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface228,27,84.21519803,-2.782532833,-9.61985571,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface229,27,86.30689523,-1.664699918,-15.1900422,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface230,27,87.34341329,-1.58538746,-16.18932773,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface242,27,91.56403233,-2.407398557,-10.68178711,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface243,27,83.32598162,-2.473547297,-10.01564393,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface250,27,82.60363245,-1.716719578,-13.94728781,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface258,27,87.80608574,-1.947084457,-13.81250397,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface260,27,87.80608574,-2.825808709,-10.09391947,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface264,27,82.17349209,-1.965940452,-10.70009084,0.03540296335,0.03540296335,0.03540296335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface268,27,85.52399979,-1.469401816,-15.59208611,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface276,27,90.48222349,-2.95205114,-10.00976653,0.03385702512,0.03385702512,0.03385702512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface278,27,92.0497849,-2.206008981,-13.38043125,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface281,27,81.36406036,-1.641987981,-15.19953705,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface283,27,80.64703067,-2.029944776,-14.45961201,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface287,27,79.25722197,-2.191447434,-14.21000067,0.04192906169,0.04192906169,0.04192906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group17|pasted__planarTrimmedSurface2,28,-5.716714483,-1.193011102,-17.00616846,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface13,28,-4.906241923,-1.695413621,-13.86640369,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface14,28,-5.623784739,-1.544166901,-14.69253621,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface15,28,-0.8098144962,-1.544166901,-14.69253621,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface16,28,-1.919096906,-1.718792732,-14.13000485,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface17,28,-0.5458033676,-1.155152626,-15.9621036,0.02898448878,0.02898448878,0.02898448878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface18,28,0.2004735171,-2.054973292,-12.78576539,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface19,28,3.976803127,-1.639384874,-12.78576539,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface29,28,-6.827227823,-1.973929231,-13.68774622,0.04568485456,0.04568485456,0.04568485456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface30,28,-4.906241923,-2.212775547,-10.64303032,0.04388731525,0.04388731525,0.04388731525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface33,28,0.573732106,-1.773357434,-13.97160256,0.0331668476,0.0331668476,0.0331668476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface39,28,4.495583161,-1.816702117,-13.97160256,0.0331668476,0.0331668476,0.0331668476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface40,28,4.860574426,-1.792121529,-14.74457465,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface50,28,2.765258058,-1.346820576,-13.97160256,0.0331668476,0.0331668476,0.0331668476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface55,28,4.902896356,-1.731125523,-12.142072,0.0331668476,0.0331668476,0.0331668476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface61,28,-4.486385692,-0.8644962197,-17.57779107,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface66,28,-4.66710179,-1.015135357,-17.00616846,0.03694454658,0.03694454658,0.03694454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface67,28,-1.862595008,-0.7964682436,-17.87599458,0.02495498788,0.02495498788,0.02495498788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface68,28,-4.603916512,-1.492507909,-14.5699858,0.03340691017,0.03340691017,0.03340691017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface78,28,27.60562875,-2.268531967,-13.22523075,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface79,28,25.99811994,-2.021362264,-13.98644308,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface80,28,33.15540062,-2.054411406,-14.15815031,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface81,28,33.15540062,-1.227296229,-17.53974031,0.03753991544,0.03753991544,0.03753991544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface82,28,25.39955392,-1.310306826,-16.1902947,0.0406165495,0.0406165495,0.0406165495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface83,28,28.46307296,-1.348840622,-15.97499881,0.0406165495,0.0406165495,0.0406165495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface84,28,35.81251072,-1.348840622,-15.57292945,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface85,28,30.0794921,-3.08585691,-13.14100184,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface86,28,26.38627258,-2.360978856,-11.97794006,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface104,28,24.09308789,-1.371792717,-18.21925684,0.03753991544,0.03753991544,0.03753991544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface108,28,30.54334389,-1.901717296,-15.45237456,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface128,28,25.71260014,-3.33945639,-9.894908593,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface135,28,24.5315195,-3.33945639,-9.172063165,0.04507182306,0.04507182306,0.04507182306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface138,28,24.46054654,-2.235760475,-11.80213963,0.03809458329,0.03809458329,0.03809458329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface139,28,55.63535528,-2.304859387,-11.58910802,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface145,28,57.103378,-2.397980135,-12.34725575,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface153,28,65.41118577,-2.680862066,-12.34725575,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface156,28,65.41118577,-2.241702945,-16.41581007,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface161,28,56.58868519,-2.53640087,-10.94647762,0.03312639611,0.03312639611,0.03312639611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface165,28,58.65780889,-1.426552719,-16.74750536,0.03581812842,0.03581812842,0.03581812842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface166,28,56.80790792,-1.383452622,-16.08702427,0.03164676117,0.03164676117,0.03164676117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface170,28,57.5490315,-1.248840922,-17.72685017,0.02934855245,0.02934855245,0.02934855245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface175,28,64.09431271,-2.473289708,-12.17936765,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface178,28,63.15643412,-1.820669415,-16.80450011,0.03381955574,0.03381955574,0.03381955574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface181,28,56.07652448,-1.236612261,-15.43082605,0.02378065439,0.02378065439,0.02378065439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface188,28,62.92771446,-2.451320818,-11.95418417,0.03423069285,0.03423069285,0.03423069285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface191,28,63.29390925,-2.145805391,-14.3378317,0.03699743725,0.03699743725,0.03699743725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface197,28,55.35857633,-2.447044745,-10.94647762,0.03312639611,0.03312639611,0.03312639611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface199,28,54.98537724,-2.979940607,-9.016024501,0.03043739276,0.03043739276,0.03043739276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface202,28,59.65522419,-1.426552719,-17.1296885,0.02953215275,0.02953215275,0.02953215275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface205,28,52.88778169,-2.716717733,-9.108131359,0.02995073786,0.02995073786,0.02995073786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface211,28,52.76040755,-1.6771829,-13.36838741,0.03394521756,0.03394521756,0.03394521756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface216,28,81.42129733,-2.095735479,-11.51964909,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface231,28,92.05901547,-2.543008139,-11.51964909,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface232,28,92.34636024,-2.503913902,-10.60647912,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface233,28,90.70007813,-2.398658197,-11.06418024,0.03423777217,0.03423777217,0.03423777217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface234,28,91.1058625,-1.804602411,-14.46313383,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface235,28,86.93689963,-1.791551448,-14.46313383,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface236,28,83.33157953,-1.714188183,-13.45817495,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface237,28,84.689235,-1.74444545,-12.4335987,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface238,28,92.39002773,-1.694660292,-14.91246669,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface239,28,90.30516267,-1.442989762,-15.93305839,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface240,28,93.7937688,-2.508025599,-10.0216263,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface241,28,93.14956629,-2.280376686,-12.98720049,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface244,28,85.52486443,-2.607482526,-10.75813632,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface245,28,86.84577778,-2.427589465,-11.07715395,0.03584501083,0.03584501083,0.03584501083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface257,28,88.54905823,-1.997415042,-12.98720049,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface261,28,85.32085668,-2.981221668,-8.908103461,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface262,28,83.65910663,-3.269611419,-8.908103461,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface263,28,82.88220661,-2.734812475,-9.437984343,0.03645549402,0.03645549402,0.03645549402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface270,28,84.9315847,-1.397554745,-15.35233682,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface274,28,90.91448491,-3.079683011,-9.601076944,0.03423777217,0.03423777217,0.03423777217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface275,28,92.46012208,-2.38901005,-12.50262337,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface280,28,81.03849406,-2.179839065,-13.45817495,0.04154491091,0.04154491091,0.04154491091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface5,29,3.357628309,-1.23161398,-17.04666271,0.03521834621,0.03521834621,0.03521834621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface22,29,0.03222101345,-1.023720157,-16.62167955,0.02335746962,0.02335746962,0.02335746962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface23,29,-3.51935299,-1.083848965,-16.1333203,0.02335746962,0.02335746962,0.02335746962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface24,29,-0.3138385302,-1.421612376,-15.06697475,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface25,29,-5.536422568,-1.284781487,-15.67113098,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface26,29,-3.493480906,-2.749038655,-9.609924402,0.03668792834,0.03668792834,0.03668792834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface32,29,0.9671275999,-1.610327076,-14.54577908,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface35,29,0.8050523908,-1.362337268,-15.25136987,0.02438263072,0.02438263072,0.02438263072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface38,29,3.933838939,-1.442104646,-15.25136987,0.02438263072,0.02438263072,0.02438263072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface43,29,-1.221356156,-1.651293064,-14.34368947,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface49,29,-4.830677368,-1.38782668,-15.06697475,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface51,29,3.13736915,-1.261098953,-16.71377227,0.02438263072,0.02438263072,0.02438263072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface56,29,3.933838939,-1.564593358,-11.92414167,0.02438263072,0.02438263072,0.02438263072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface59,29,-4.469314891,-1.120135951,-16.1333203,0.02335746962,0.02335746962,0.02335746962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface63,29,-2.870777255,-0.614763699,-17.61361042,0.02335746962,0.02335746962,0.02335746962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface64,29,0.04546964782,-1.747291843,-14.31082587,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface74,29,5.752974859,-2.284299338,-10.00446231,0.03354738459,0.03354738459,0.03354738459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface100,29,25.69514487,-1.418864859,-15.48018527,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface101,29,29.51497717,-1.54194085,-15.60076754,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface102,29,34.27533057,-1.66913352,-15.60076754,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface105,29,22.8459969,-1.604552704,-15.48018527,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface113,29,30.88936059,-1.542050335,-17.12515999,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface114,29,35.50842842,-2.017591467,-12.63222885,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface115,29,26.91986674,-1.282625914,-16.41753507,0.03651929325,0.03651929325,0.03651929325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface120,29,35.47762715,-1.745869092,-13.58906956,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted__planarTrimmedSurface121,29,32.45242445,-2.391651946,-13.86711378,0.02919977276,0.02919977276,0.02919977276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
